pos_0,pos_1,pos_2,rot_0,rot_1,rot_2,velocity_0,velocity_1,velocity_2,angular_velocity_0,angular_velocity_1,angular_velocity_2,current_lap_time_msec,frame_count,course_v,steering,throttle,brake,slip_angle_0,slip_angle_1,slip_angle_2,slipangle_3,u_delta,u_a,X,Y,psi,vx,vy,dpsi,ey,epsi,s
410.389587,8.489252,503.463348,-0.014527,1.842082,0.056524,30.493841,0.055432,-7.548505,0.034334,0.401615,0.089663,3683,221,2394.302978,-0.058181,1.0,0.0,-0.060045,-0.089587,-0.055227,-0.031492,-0.11111929571010612,0.9999999999870057,410.389587,503.463348,-0.271285673205103,31.401370178493746,0.8990092221492842,-0.401615,1.5119132845851901,-0.1484393979564329,2390.002978
412.924224,8.494678,502.786224,-0.013615,1.874722,0.061561,30.307458,0.071931,-8.499547,0.032013,0.383849,0.050096,3766,226,2396.906738,-0.058181,1.0,0.0,-0.063775,-0.09413,-0.057464,-0.032917,-0.11111929570969303,0.9999999999976694,412.924224,502.786224,-0.30392567320510366,31.46208197973111,0.9600557940307084,-0.383849,1.2336283530913668,-0.1813656697178807,2392.606738
414.940612,8.499397,502.189971,-0.012897,1.897731,0.059519,30.192359,0.049345,-9.093266,0.042803,0.236105,-0.208781,3833,230,2398.986816,0.058181,1.0,0.0,0.052953,0.022109,-0.057842,-0.032961,0.11111929570987264,0.9999999999946072,414.940612,502.189971,-0.3269346732051037,31.513331653000137,1.0844153538459302,-0.236105,1.0334040532507383,-0.20469892438575865,2394.686816
416.957031,8.499034,501.573577,-0.010994,1.89816,0.036017,30.235452,-0.037858,-9.31215,0.020022,-0.114861,-0.36991,3900,234,2401.0708,0.058181,1.0,0.0,0.031567,0.003454,-0.047496,-0.024408,0.1111192957102923,0.9999999999992859,416.957031,501.573577,-0.3273636732051033,31.62404968845662,0.904531132040681,0.114861,0.9327926850816797,-0.20533900747069467,2396.7708
418.978912,8.494582,500.948516,-0.009941,1.880842,0.013131,30.345722,-0.075991,-9.368447,0.006017,-0.331915,-0.332454,3966,238,2403.161376,0.058181,1.0,0.0,0.040416,0.014552,-0.020367,0.001024,0.11111929571027321,0.9999999999964054,418.978912,500.948516,-0.3100456732051029,31.757160081347482,0.33678845105335675,0.331915,-0.9800384149448215,-0.1879770870426709,2398.861376
421.011352,8.489865,500.331298,-0.009539,1.853753,-0.008442,30.529628,-0.062956,-9.139539,0.00443,-0.438437,-0.324273,4033,242,2405.26123,0.058181,1.0,0.0,0.056173,0.030968,0.004589,0.025347,0.11111929571030481,0.9999999999996193,421.011352,500.331298,-0.28295667320510365,31.86731364854563,-0.2523485211419718,0.438437,-1.1537069353427638,-0.16044913611491562,2400.96123
424.603057,8.488164,499.326141,-0.009904,1.799857,-0.043102,30.930767,0.028583,-8.118185,0.013998,-0.457248,-0.263948,4150,249,2408.959472,0.058181,1.0,0.0,0.079916,0.053245,0.029265,0.051601,0.11111929571030502,0.999999999999801,424.603057,499.326141,-0.2290606732051037,31.96619687181699,-0.8829113515814964,0.457248,-1.5625293224897807,-0.10581372356845264,2404.659472
426.15689,8.490786,498.938629,-0.010109,1.777647,-0.053634,31.102325,0.062783,-7.55067,0.0183,-0.436373,-0.188811,4200,252,2410.552246,0.058181,1.0,0.0,0.087135,0.059345,0.033546,0.05705,0.11111929571030481,0.9999999999997874,426.15689,498.938629,-0.20685067320510342,31.990050452048852,-1.0019530577298008,0.436373,-1.727503899652581,-0.08340773258828182,2406.252246
428.764862,8.496989,498.357177,-0.010312,1.743331,-0.062028,31.36992,0.076583,-6.582671,0.024953,-0.391326,-0.051381,4283,257,2413.215576,0.058181,1.0,0.0,0.096339,0.066775,0.036803,0.061681,0.11111929571030268,0.9999999999991752,428.764862,498.357177,-0.17253467320510296,32.034276429017645,-1.0993507037909849,0.391326,-1.9565845090150022,-0.04883716263132598,2408.915576
430.339996,8.500637,498.04718,-0.010255,1.72438,-0.063376,31.519199,0.066533,-6.00337,0.022431,-0.374044,-0.021053,4333,260,2414.818115,0.058181,1.0,0.0,0.09884,0.068754,0.036365,0.06149,0.11111929571030502,0.9999999999998119,430.339996,498.04718,-0.15358367320510347,32.06659170394506,-1.1108795843757555,0.374044,-2.0619069435453827,-0.029772440473812445,2410.518115
432.451263,8.503659,497.677642,-0.009896,1.700816,-0.063439,31.709146,0.040747,-5.250058,0.028726,-0.342201,-0.015436,4400,264,2416.95996,0.058181,1.0,0.0,0.101222,0.070444,0.035152,0.060438,0.11111929571026875,0.9999999999920766,432.451263,497.677642,-0.1300196732051031,32.122189162650315,-1.0945375514758409,0.342201,-2.16326447592612,-0.006169483252505437,2412.65996
